INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',4.6,'是','异常','闭合',203.4,204.8,176.0,27.5,29.9,66.1,236.4,232.5,234.6,2.8,28.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('38#雷电分析仪',8.7,'是','异常','闭合',198.3,112.3,200.8,82.3,13.0,77.9,209.8,216.7,169.4,1.3,22.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('88#雷电分析仪',7.3,'是','异常','打开',111.8,225.2,111.6,35.6,85.9,79.9,131.2,173.7,150.2,5.3,24.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('60#雷电分析仪',9.2,'是','异常','闭合',147.0,142.2,217.6,16.9,88.6,73.9,159.1,224.3,140.2,2.9,31.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('77#雷电分析仪',6.9,'是','异常','闭合',215.4,150.4,158.2,78.0,11.3,35.0,198.8,198.0,103.3,8.2,20.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('18#雷电分析仪',6.9,'是','正常','打开',123.1,115.1,141.1,58.4,49.3,41.9,127.1,107.9,195.9,5.7,20.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('64#雷电分析仪',4.9,'是','正常','打开',147.0,124.6,239.9,75.8,54.6,40.5,103.9,125.3,188.2,1.5,36.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('38#雷电分析仪',6.0,'否','正常','闭合',206.1,121.5,132.7,51.7,64.5,48.6,109.1,156.1,226.0,1.7,31.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('45#雷电分析仪',5.4,'是','正常','打开',139.3,115.6,166.2,21.5,42.3,40.0,188.9,207.2,142.0,1.7,25.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',2.6,'否','异常','打开',106.8,116.1,200.6,72.9,64.3,34.0,154.2,215.0,211.2,5.2,38.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('85#雷电分析仪',1.0,'否','异常','打开',164.8,135.3,144.0,47.6,89.9,74.6,230.5,149.5,156.6,0.0,24.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',4.7,'否','正常','闭合',227.0,167.6,158.8,73.7,45.3,78.4,100.0,203.6,176.9,1.4,27.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',9.2,'否','异常','闭合',214.8,106.4,129.7,62.3,55.3,27.9,182.2,134.4,161.5,0.9,23.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('12#雷电分析仪',5.9,'否','异常','闭合',170.7,219.5,167.4,81.6,89.4,23.3,237.7,124.1,216.9,8.1,27.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('9#雷电分析仪',0.2,'是','异常','闭合',230.9,205.1,180.6,12.1,28.5,62.8,230.0,118.5,114.5,4.4,37.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('67#雷电分析仪',3.4,'是','异常','打开',168.8,226.6,147.4,13.3,46.1,73.7,233.4,181.4,220.4,5.7,28.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',6.9,'是','异常','闭合',133.9,158.6,194.5,65.7,28.0,79.1,183.2,189.9,239.6,2.0,33.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('48#雷电分析仪',6.8,'否','正常','闭合',181.0,174.2,233.0,57.3,16.4,51.3,157.7,123.6,226.6,1.8,24.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('25#雷电分析仪',8.5,'是','正常','闭合',111.8,202.1,191.7,10.6,15.6,45.3,225.4,104.8,179.1,1.8,22.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('88#雷电分析仪',8.4,'否','异常','闭合',196.8,195.4,111.5,56.5,60.8,67.9,221.4,227.7,149.0,4.0,24.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('14#雷电分析仪',9.5,'否','正常','打开',162.3,163.6,223.6,19.4,46.3,37.2,149.0,223.9,118.2,1.0,25.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('19#雷电分析仪',4.6,'是','异常','打开',185.5,109.4,137.3,16.8,31.4,29.1,195.7,130.6,172.8,1.3,20.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('9#雷电分析仪',0.2,'否','异常','闭合',185.8,206.8,115.1,16.1,46.6,64.8,234.3,186.4,189.0,4.4,22.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',0.3,'否','异常','闭合',163.0,233.3,149.5,41.6,28.9,30.7,112.3,171.0,132.1,8.9,31.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',0.3,'否','正常','闭合',204.6,146.8,185.7,64.2,88.1,28.6,131.6,223.3,197.3,1.4,35.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('48#雷电分析仪',3.9,'是','异常','闭合',132.5,211.0,137.5,55.0,63.4,64.6,173.4,120.9,137.0,6.3,31.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('84#雷电分析仪',2.9,'否','异常','打开',177.4,218.7,188.3,52.0,52.0,68.3,211.0,189.0,134.1,3.6,33.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('64#雷电分析仪',6.5,'否','异常','打开',135.2,216.3,148.2,69.2,75.8,29.4,168.3,123.1,183.1,8.4,32.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('19#雷电分析仪',8.4,'是','异常','闭合',174.6,149.9,102.0,54.5,61.5,82.9,228.4,176.1,143.7,8.7,21.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',7.1,'是','异常','闭合',221.9,188.0,179.7,11.4,37.8,58.1,183.1,226.0,199.3,2.5,21.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('35#雷电分析仪',4.6,'是','正常','闭合',171.5,150.0,207.4,10.5,30.5,75.8,179.1,144.8,166.0,8.3,26.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('24#雷电分析仪',9.5,'是','正常','闭合',144.0,225.6,230.8,69.4,31.5,56.7,124.9,137.8,165.2,8.1,26.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('56#雷电分析仪',9.1,'否','异常','闭合',152.1,142.2,140.4,26.0,55.8,29.5,115.4,159.4,217.2,5.4,34.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('75#雷电分析仪',5.5,'是','异常','打开',136.9,165.6,110.8,20.0,26.5,57.5,179.4,206.9,129.2,5.4,25.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',7.2,'否','异常','闭合',234.5,114.8,207.3,58.7,80.3,15.0,142.5,234.7,187.2,4.2,24.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',6.8,'是','异常','打开',111.7,102.6,102.1,37.4,74.3,42.4,173.2,148.0,155.3,1.8,34.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('59#雷电分析仪',9.6,'否','异常','闭合',224.5,168.0,120.8,83.2,19.2,66.5,122.0,210.4,222.4,1.1,30.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',6.5,'是','正常','闭合',191.6,228.9,214.9,89.7,79.7,36.5,186.7,140.8,213.4,0.0,23.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('34#雷电分析仪',3.6,'否','异常','闭合',136.5,191.2,135.3,89.3,53.3,36.6,219.2,239.9,124.1,4.8,23.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('98#雷电分析仪',2.9,'是','异常','闭合',137.6,187.7,217.0,23.6,72.4,28.5,148.6,130.4,125.1,9.3,38.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',0.5,'否','异常','打开',191.5,217.7,166.6,22.0,49.7,59.7,147.1,161.5,129.4,0.0,28.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('39#雷电分析仪',3.4,'是','异常','打开',191.8,158.2,179.3,67.9,25.6,69.4,155.4,104.2,181.8,9.8,29.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',7.3,'否','正常','闭合',194.0,218.9,210.2,28.2,73.9,87.2,182.2,200.4,168.5,6.8,30.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('45#雷电分析仪',7.1,'是','异常','打开',150.5,161.1,178.9,48.7,77.9,53.6,135.5,155.5,123.5,6.6,35.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',1.8,'否','正常','打开',194.5,214.0,158.5,61.0,19.8,84.1,220.9,104.9,101.5,1.3,29.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('37#雷电分析仪',5.9,'是','正常','闭合',193.9,209.0,220.7,45.3,80.5,72.6,135.4,198.3,181.1,2.0,32.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('93#雷电分析仪',3.9,'是','正常','闭合',154.0,225.7,143.1,88.3,60.2,77.1,218.2,100.4,237.5,9.5,36.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('39#雷电分析仪',6.6,'是','正常','打开',203.4,204.3,202.3,60.4,83.8,57.3,227.7,159.2,171.2,4.7,39.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('29#雷电分析仪',6.9,'否','异常','打开',187.9,195.4,208.4,49.7,56.4,86.0,102.1,227.1,142.2,9.6,36.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('84#雷电分析仪',7.6,'否','正常','打开',159.9,222.9,135.4,40.8,43.3,48.2,229.7,126.2,198.7,0.3,26.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',3.2,'否','异常','打开',145.4,107.2,216.0,17.6,47.0,76.0,152.6,211.9,140.4,5.6,36.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('91#雷电分析仪',8.7,'否','正常','闭合',197.9,160.3,159.0,66.8,80.9,37.9,156.1,130.3,179.3,5.3,25.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('23#雷电分析仪',6.3,'否','正常','闭合',207.7,122.4,193.8,54.3,64.9,80.2,134.5,142.0,189.8,2.0,23.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',7.2,'否','异常','打开',129.3,154.2,122.5,60.6,53.6,21.9,183.2,214.1,196.9,7.6,24.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('64#雷电分析仪',0.9,'是','异常','闭合',136.8,190.2,135.6,63.4,18.6,89.0,205.8,161.5,188.7,0.8,28.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',1.0,'是','异常','闭合',228.0,143.3,148.9,31.1,11.1,55.5,118.2,175.1,214.5,6.7,26.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',4.3,'是','异常','闭合',237.2,110.2,180.9,31.6,51.3,50.0,136.4,164.8,172.9,1.5,36.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('93#雷电分析仪',3.9,'否','异常','打开',157.8,174.5,164.6,70.3,45.8,44.4,176.7,144.0,190.1,8.5,36.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('34#雷电分析仪',5.0,'是','正常','闭合',115.2,180.4,178.6,34.7,52.3,10.6,120.1,103.9,125.7,8.0,23.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('91#雷电分析仪',5.4,'是','异常','打开',111.8,218.9,124.3,85.7,11.2,17.2,154.2,217.8,237.8,9.2,36.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',2.1,'否','异常','打开',119.0,231.2,217.3,84.6,70.5,63.9,205.0,222.3,121.0,1.7,30.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('28#雷电分析仪',3.8,'是','正常','闭合',100.1,202.2,162.1,72.5,87.3,73.8,217.3,147.9,183.9,4.0,37.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('38#雷电分析仪',2.7,'是','异常','打开',224.0,211.0,145.0,53.2,77.2,59.2,178.0,108.1,215.6,3.4,20.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',0.8,'否','正常','打开',175.9,192.7,187.7,17.2,19.6,81.3,205.8,155.8,217.6,8.3,29.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('16#雷电分析仪',3.6,'否','异常','打开',118.9,144.1,102.1,63.5,86.2,89.8,180.9,209.0,239.0,4.8,38.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',2.5,'否','异常','闭合',132.5,106.5,160.0,82.1,54.9,10.1,164.2,184.6,205.3,8.0,35.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('82#雷电分析仪',6.0,'是','异常','打开',237.8,193.1,146.9,11.3,48.2,56.0,163.5,138.5,197.4,9.0,33.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('65#雷电分析仪',3.4,'是','正常','闭合',218.4,216.5,128.2,40.7,85.2,52.5,197.6,216.3,212.7,1.8,27.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('6#雷电分析仪',0.8,'否','异常','闭合',200.0,150.1,236.5,44.6,43.3,81.2,111.7,130.5,132.6,7.8,36.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',1.5,'否','正常','打开',181.9,119.1,193.5,51.5,32.5,46.4,220.0,176.9,214.5,7.5,26.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('95#雷电分析仪',3.1,'否','异常','闭合',135.5,146.3,217.1,32.8,83.5,63.2,131.1,165.2,165.1,6.0,21.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('54#雷电分析仪',8.1,'否','正常','闭合',216.9,163.5,140.8,61.3,76.2,29.1,187.0,122.6,115.3,3.6,22.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('65#雷电分析仪',7.7,'否','异常','打开',224.0,182.0,147.9,19.8,61.2,63.3,124.1,225.4,107.6,9.2,37.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',4.1,'是','正常','闭合',199.4,108.7,141.8,78.4,43.7,62.2,236.0,216.9,112.2,0.8,21.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('8#雷电分析仪',7.8,'是','异常','闭合',116.5,100.3,231.9,70.5,62.3,42.2,190.5,191.4,204.1,8.7,31.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('84#雷电分析仪',9.6,'否','异常','打开',102.7,228.8,225.6,28.9,63.5,79.6,112.0,191.1,203.0,7.2,39.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('50#雷电分析仪',8.4,'否','异常','打开',233.9,123.4,150.5,28.2,67.5,63.3,114.2,162.5,231.9,8.8,38.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('3#雷电分析仪',3.6,'是','正常','打开',159.3,109.7,238.3,37.4,57.8,40.3,220.8,159.3,165.2,5.2,32.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('59#雷电分析仪',4.1,'是','异常','打开',227.6,139.8,213.9,38.2,18.3,17.7,168.6,187.8,232.8,0.1,33.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',0.8,'否','异常','闭合',228.2,104.3,191.2,87.9,71.5,60.9,127.6,146.3,175.5,1.1,26.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',5.7,'否','正常','闭合',209.5,119.6,181.7,30.3,74.7,21.0,198.1,187.7,150.2,1.4,29.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('90#雷电分析仪',6.6,'是','正常','打开',215.4,130.7,102.9,87.1,36.1,14.9,201.0,227.1,104.6,6.4,28.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('93#雷电分析仪',6.0,'否','正常','闭合',168.0,121.9,123.0,58.7,60.4,53.1,161.7,203.8,224.4,4.8,23.6);
